time,seconds_elapsed,z,y,x
1760898514365137000,0.217136962890625,0.19481563568115234,0.05198991298675537,0.071889728307724
1760898514374825200,0.2268251953125,0.3222818374633789,0.036257147789001465,0.09077094495296478
1760898514384513300,0.23651318359375,0.35393524169921875,0.021668314933776855,0.0849093347787857
1760898514394201600,0.24620166015625,0.287445068359375,0.03771042823791504,0.11039810627698898
1760898514403889700,0.2558896484375,0.16487407684326172,0.06850898265838623,0.07507200539112091
1760898514413578000,0.265577880859375,0.13230133056640625,0.09226131439208984,0.04146767407655716
1760898514423266000,0.27526611328125,0.15227413177490234,0.13142192363739014,0.019278399646282196
1760898514432954400,0.284954345703125,0.06877613067626953,0.13374555110931396,0.01660837233066559
1760898514442642400,0.294642333984375,-0.13261127471923828,0.1417853832244873,0.057558007538318634
1760898514452330800,0.304330810546875,-0.29191112518310547,0.20277774333953857,0.22072911262512207
1760898514462018800,0.314018798828125,-0.23752117156982422,0.3561666011810303,0.4368399381637573
1760898514471707100,0.32370703125,-0.0637063980102539,0.4990321397781372,0.6917279958724976
1760898514481395200,0.333395263671875,0.080474853515625,0.5894330739974976,0.9315154552459717
1760898514491083500,0.34308349609375,0.15758800506591797,0.6187093257904053,1.0311458110809326
1760898514500771600,0.352771484375,0.19908714294433594,0.5362215042114258,0.9004669785499573
1760898514510460000,0.3624599609375,0.23443889617919922,0.3602403402328491,0.7420846223831177
1760898514520148000,0.37214794921875,0.32770729064941406,0.12009632587432861,0.6488513946533203
1760898514529836300,0.381836181640625,0.33100128173828125,-0.069549560546875,0.5180957317352295
1760898514539524400,0.3915244140625,0.13020706176757812,-0.17544925212860107,0.277910441160202
1760898514549212700,0.401212646484375,-0.09709358215332031,-0.1470775604248047,0.1549537479877472
1760898514558900700,0.410900634765625,-0.2635631561279297,-0.13682079315185547,0.14048734307289124
1760898514568589000,0.420589111328125,-0.36791419982910156,-0.15221035480499268,0.2765323221683502
1760898514578277000,0.430277099609375,-0.4133176803588867,-0.09885740280151367,0.5146317481994629
1760898514587965400,0.43996533203125,-0.4530982971191406,-0.1432180404663086,0.6327385902404785
1760898514597653800,0.44965380859375,-0.43729305267333984,-0.1559227705001831,0.5108350515365601
1760898514607341800,0.459341796875,-0.4882164001464844,-0.2563086748123169,0.3298743963241577
1760898514617030000,0.46902978515625,-0.5252685546875,-0.3898235559463501,0.1695246398448944
1760898514626718200,0.47871826171875,-0.5394906997680664,-0.5934573411941528,0.10569769144058228
1760898514636406500,0.488406494140625,-0.4570150375366211,-0.7705257534980774,0.03156968951225281
1760898514646094600,0.498094482421875,-0.3543119430541992,-0.9017378091812134,-0.14643368124961853
1760898514655783000,0.507782958984375,-0.37052154541015625,-1.0046954154968262,-0.29345810413360596
1760898514665471000,0.517470947265625,-0.5158271789550781,-1.090227484703064,-0.4104342460632324
1760898514675159000,0.527158935546875,-0.7172460556030273,-1.1337145566940308,-0.4370006024837494
1760898514684847400,0.536847412109375,-0.8299808502197266,-1.1465801000595093,-0.3041842579841614
1760898514694535700,0.54653564453125,-0.7594413757324219,-1.196588397026062,-0.0853012204170227
1760898514704223700,0.5562236328125,-0.5666866302490234,-1.2765529155731201,0.06056562066078186
1760898514713912000,0.565912109375,-0.3200101852416992,-1.3391410112380981,0.04729968309402466
1760898514723600100,0.57560009765625,-0.14625930786132812,-1.3950437307357788,-0.14799147844314575
1760898514733288400,0.585288330078125,-0.047730445861816406,-1.4646375179290771,-0.3451838791370392
1760898514742976500,0.5949765625,-0.045441627502441406,-1.5540562868118286,-0.5372737646102905
1760898514752664800,0.604664794921875,-0.09926986694335938,-1.5944827795028687,-0.7671816945075989
1760898514762353000,0.614352783203125,-0.14682865142822266,-1.509091854095459,-0.9364256858825684
