time,seconds_elapsed,z,y,x
1760898514365137000,0.217136962890625,-0.014966187067329884,-0.1256854236125946,0.03543015569448471
1760898514374825200,0.2268251953125,-0.022296564653515816,-0.09147699922323227,0.03909534588456154
1760898514384513300,0.23651318359375,-0.022296564653515816,-0.04260781779885292,0.046425722539424896
1760898514394201600,0.24620166015625,-0.025961752980947495,-0.005955931730568409,0.053756099194288254
1760898514403889700,0.2558896484375,-0.03695731982588768,0.007483093533664942,0.05864302068948746
1760898514413578000,0.265577880859375,-0.05039634555578232,0.005039634648710489,0.06352993845939636
1760898514423266000,0.27526611328125,-0.05528326332569122,0.036804601550102234,0.06841685622930527
1760898514432954400,0.284954345703125,-0.04428769648075104,0.08567378669977188,0.06963858753442764
1760898514442642400,0.294642333984375,-0.024740023538470268,0.0844520553946495,0.06719512492418289
1760898514452330800,0.304330810546875,-0.016187917441129684,0.012370011769235134,0.06963858753442764
1760898514462018800,0.314018798828125,-0.03329212963581085,-0.06582067906856537,0.08674279600381851
1760898514471707100,0.32370703125,-0.08093958348035812,-0.09147699922323227,0.10506874322891235
1760898514481395200,0.333395263671875,-0.15790854394435883,-0.07070759683847427,0.11239911615848541
1760898514491083500,0.34308349609375,-0.24953825771808624,-0.025503603741526604,0.10629047453403473
1760898514500771600,0.352771484375,-0.3338375985622406,0.02458730712532997,0.10018182545900345
1760898514510460000,0.3624599609375,-0.4010327160358429,0.04169152304530144,0.10140355676412582
1760898514520148000,0.37214794921875,-0.45478883385658264,0.08323032408952713,0.11972949653863907
1760898514529836300,0.381836181640625,-0.47922343015670776,0.14431680738925934,0.14782927930355072
1760898514539524400,0.3915244140625,-0.4718930423259735,0.1614210158586502,0.17592905461788177
1760898514549212700,0.401212646484375,-0.4584540128707886,0.11988221108913422,0.2052505612373352
1760898514558900700,0.410900634765625,-0.44990190863609314,0.04413498193025589,0.2370155304670334
1760898514568589000,0.420589111328125,-0.4608974754810333,-0.02672533318400383,0.25900667905807495
1760898514578277000,0.430277099609375,-0.508544921875,-0.07070759683847427,0.2626718580722809
1760898514587965400,0.43996533203125,-0.5757400393486023,-0.09636391699314117,0.2467893660068512
1760898514597653800,0.44965380859375,-0.6356047987937927,-0.0743727833032608,0.21502439677715302
1760898514607341800,0.459341796875,-0.6759218573570251,-0.02672533318400383,0.1649334877729416
1760898514617030000,0.46902978515625,-0.694247841835022,0.020922118797898293,0.10629047453403473
1760898514626718200,0.47871826171875,-0.6991347670555115,0.0539088174700737,0.05742128938436508
1760898514636406500,0.488406494140625,-0.6954695582389832,0.07101303339004517,0.03543015569448471
1760898514646094600,0.498094482421875,-0.6795870661735535,0.0795651376247406,0.043982263654470444
1760898514655783000,0.507782958984375,-0.6600393652915955,0.06123919412493706,0.07574722915887833
1760898514665471000,0.517470947265625,-0.6441569328308105,-0.005955931730568409,0.11362084746360779
1760898514675159000,0.527158935546875,-0.6343830823898315,-0.11468986421823502,0.12950333952903748
1760898514684847400,0.536847412109375,-0.6319395899772644,-0.20631958544254303,0.10384701192378998
1760898514694535700,0.54653564453125,-0.6453786492347717,-0.24297146499156952,0.04520399495959282
1760898514704223700,0.5562236328125,-0.664926290512085,-0.21487168967723846,-0.03176496922969818
1760898514713912000,0.565912109375,-0.6795870661735535,-0.12935061752796173,-0.10873392969369888
1760898514723600100,0.57560009765625,-0.6783653497695923,-0.027947064489126205,-0.1747073233127594
1760898514733288400,0.585288330078125,-0.6600393652915955,0.06001746281981468,-0.22235478460788727
1760898514742976500,0.5949765625,-0.6209440231323242,0.12721258401870728,-0.24923282861709595
1760898514752664800,0.604664794921875,-0.5635227560997009,0.13942988216876984,-0.2565632164478302
1760898514762353000,0.614352783203125,-0.4987711012363434,0.09666935354471207,-0.2467893660068512
1760898514772041200,0.624041259765625,-0.43401941657066345,0.04535670951008797,-0.2162461280822754
1760898514781729300,0.633729248046875,-0.37659814953804016,0.008704823441803455,-0.17104214429855347
1760898514791417600,0.64341748046875,-0.33505934476852417,-0.008399390615522861,-0.1282816082239151
1760898514801105700,0.653105712890625,-0.30085089802742004,-0.01695149764418602,-0.10140355676412582
1760898514810794000,0.6627939453125,-0.2715294063091278,-0.03649916872382164,-0.10506874322891235
1760898514820482000,0.67248193359375,-0.24831652641296387,-0.07070759683847427,-0.13194678723812103
1760898514830170400,0.68217041015625,-0.22876885533332825,-0.08781181275844574,-0.1698204129934311
1760898514839858400,0.6918583984375,-0.2202167510986328,-0.05604684352874756,-0.21868959069252014
1760898514849546800,0.701546630859375,-0.2409861534833908,0.029474224895238876,-0.2761108875274658
1760898514859234800,0.71123486328125,-0.2861901521682739,0.1455385386943817,-0.3176496922969818
1760898514868923100,0.720923095703125,-0.33505934476852417,0.25793763995170593,-0.3298669755458832
1760898514878611500,0.730611572265625,-0.3741546869277954,0.3361283540725708,-0.32620179653167725
1760898514888299500,0.740299560546875,-0.39736753702163696,0.33001968264579773,-0.31031930446624756
1760898514897987800,0.74998779296875,-0.4010327160358429,0.2286161482334137,-0.28588470816612244
1760898514907676000,0.759676025390625,-0.3851502537727356,0.09422589093446732,-0.2565632164478302
1760898514917364200,0.7693642578125,-0.3497200906276703,-0.015729768201708794,-0.2162461280822754
1760898514927052300,0.77905224609375,-0.29596397280693054,-0.08903354406356812,-0.1588248461484909
1760898514936740600,0.78874072265625,-0.19944734871387482,-0.27717989683151245,-0.06352993845939636
1760898514946428700,0.7984287109375,-0.0565049909055233,-0.5606211423873901,0.14538581669330597
1760898514956117000,0.808116943359375,0.09132428467273712,-0.5862774848937988,0.4276053309440613
1760898514965805000,0.81780517578125,0.21227550506591797,-0.3468184769153595,0.6365211009979248
1760898514975493400,0.827493408203125,0.23793183267116547,-0.2026543915271759,0.6817250847816467
1760898514985181400,0.837181396484375,0.19883649051189423,-0.10247256606817245,0.5962040424346924
1760898514994869800,0.846869873046875,0.14752385020256042,0.07101303339004517,0.4422661066055298
1760898515004558000,0.85655810546875,0.1182023361325264,0.2897026240825653,0.2761108875274658
1760898515014246100,0.86624609375,0.13041962683200836,0.45707955956459045,0.13683371245861053
1760898515023934500,0.8759345703125,0.21960589289665222,0.5951350331306458,0.036651886999607086
1760898515033622500,0.88562255859375,0.2562577724456787,0.5780308246612549,-0.034208428114652634
1760898515043310800,0.895310791015625,0.2257145345211029,0.45707955956459045,-0.09285144507884979
1760898515052999000,0.9049990234375,0.17073670029640198,0.33979353308677673,-0.13194678723812103
1760898515062687200,0.914687255859375,0.07299833744764328,0.3324631452560425,-0.11972949653863907
1760898515072375300,0.924375244140625,0.05955931544303894,0.2530507445335388,-0.036651886999607086
1760898515082063600,0.934063720703125,0.008246674202382565,0.04657844081521034,0.06597339361906052
1760898515091751700,0.943751708984375,-0.1798996776342392,0.264046311378479,0.16859868168830872
1760898515101440000,0.95343994140625,-0.2214384824037552,0.5926915407180786,0.2577849328517914
1760898515111128000,0.963128173828125,-0.24465134739875793,0.7942769527435303,0.31031930446624756
1760898515120816400,0.97281640625,-0.40714138746261597,0.6452259421348572,0.27366742491722107
1760898515130504700,0.982504638671875,-0.5158752799034119,0.4656316637992859,0.18325942754745483
1760898515140192800,0.99219287109375,-0.5513054728507996,0.4033234715461731,0.10629047453403473
1760898515149881000,1.001881103515625,-0.5525271892547607,0.36911505460739136,0.06475166976451874
1760898515159569200,1.011569091796875,-0.5122101306915283,0.4143190383911133,-0.046425722539424896
1760898515169257500,1.021257568359375,-0.3484983444213867,0.44608399271965027,-0.1441640853881836
1760898515178945500,1.030945556640625,-0.019853105768561363,0.33001968264579773,-0.1282816082239151
1760898515188633900,1.0406337890625,0.31123560667037964,0.1455385386943817,-0.007330377586185932
1760898515198322000,1.050322021484375,0.44440412521362305,-0.024281874299049377,0.15515965223312378
1760898515208010200,1.06001025390625,0.37232208251953125,-0.1721111536026001,0.19792018830776215
1760898515217698300,1.0696982421875,0.24281874299049377,-0.26251915097236633,0.09040798991918564
1760898515227386600,1.07938671875,0.1389717310667038,-0.23686282336711884,-0.06352993845939636
1760898515237074700,1.08907470703125,0.11087195575237274,-0.3578140437602997,-0.2516762912273407
1760898515246763000,1.098762939453125,0.17195843160152435,-0.5251910090446472,-0.4508182108402252
1760898515256451300,1.108451416015625,0.2623664140701294,-0.41157013177871704,-0.5790998339653015
1760898515266139400,1.118139404296875,0.24892739951610565,-0.38469210267066956,-0.6450732350349426
1760898515275827700,1.12782763671875,0.1340848207473755,-0.4653262495994568,-0.6609556674957275
1760898515285515800,1.137515869140625,0.003359756199643016,-0.4787652790546417,-0.7012727856636047
1760898515295204000,1.1472041015625,-0.08582650125026703,-0.4396699368953705,-0.7819069027900696
1760898515304892200,1.15689208984375,-0.18600831925868988,-0.44211336970329285,-0.8906408548355103
1760898515314580500,1.16658056640625,-0.3607156574726105,-0.45677414536476135,-0.9798271059989929
1760898515324268800,1.176268798828125,-0.5794052481651306,-0.42623090744018555,-1.0250310897827148
1760898515333956900,1.185956787109375,-0.7993165850639343,-0.37369653582572937,-1.0201442241668701
1760898515343645200,1.195645263671875,-0.9886846542358398,-0.3162752389907837,-0.9712749719619751
1760898515353333200,1.205333251953125,-1.1328487396240234,-0.25274530053138733,-0.8881973624229431
1760898515363021600,1.215021484375,-1.2318087816238403,-0.17944152653217316,-0.7916807532310486
1760898515372710000,1.2247099609375,-1.278234601020813,-0.11713331937789917,-0.6976075768470764
1760898515382398000,1.23439794921875,-1.257465124130249,-0.041386090219020844,-0.627968966960907
1760898515392086300,1.244086181640625,-1.1597267389297485,0.0539088174700737,-0.6157516837120056
1760898515401774300,1.2537744140625,-1.054658055305481,0.12110394239425659,-0.6352993845939636
1760898515411462700,1.263462646484375,-1.0192278623580933,0.16019928455352783,-0.6633991599082947
1760898515421150700,1.273150634765625,-1.0277799367904663,0.16508620977401733,-0.6902772188186646
1760898515430839000,1.282839111328125,-1.043662428855896,0.15409064292907715,-0.720820426940918
1760898515440527400,1.29252734375,-1.06443190574646,0.12843431532382965,-0.7660244107246399
1760898515450215400,1.30221533203125,-1.1035271883010864,0.04169152304530144,-0.794124186038971
1760898515459903700,1.31190380859375,-1.1695005893707275,-0.06826414167881012,-0.7880155444145203
1760898515469592000,1.321592041015625,-1.268460750579834,-0.1256854236125946,-0.7379246354103088
1760898515479280000,1.331280029296875,-1.3588687181472778,-0.0951421856880188,-0.6499601006507874
1760898515488968400,1.340968505859375,-1.4101812839508057,-0.030390523374080658,-0.5558869242668152
1760898515498656500,1.350656494140625,-1.4468332529067993,0.02825249545276165,-0.48991355299949646
1760898515508344800,1.3603447265625,-1.5030328035354614,0.05635227635502815,-0.4569268524646759
1760898515518033200,1.370033203125,-1.5775582790374756,0.08078686892986298,-0.44959646463394165
1760898515527721200,1.37972119140625,-1.666744589805603,0.16019928455352783,-0.47036588191986084
1760898515537409500,1.389409423828125,-1.7632611989974976,0.2689332067966461,-0.5143481492996216
1760898515547097900,1.399097900390625,-1.8585560321807861,0.37522369623184204,-0.5485565662384033
1760898515556786000,1.408785888671875,-1.961181402206421,0.513279139995575,-0.5424479246139526
1760898515566474200,1.41847412109375,-2.069915294647217,0.7221949100494385,-0.4862483739852905
1760898515576162600,1.42816259765625,-2.173762321472168,0.9653190970420837,-0.3787361681461334
1760898515585850600,1.4378505859375,-2.255618095397949,1.1742348670959473,-0.2309068888425827
1760898515595539000,1.4475390625,-2.2641704082489014,1.297629475593567,-0.05253437161445618
1760898515605227000,1.45722705078125,-2.137110471725464,1.3245075941085815,0.13439024984836578
1760898515614915300,1.466915283203125,-1.8939862251281738,1.3110685348510742,0.3078758418560028
1760898515624603600,1.476603759765625,-1.617875337600708,1.2841905355453491,0.46425724029541016
1760898515634292000,1.4862919921875,-1.3698642253875732,1.187673807144165,0.6157516837120056
1760898515643980000,1.49597998046875,-1.1633919477462769,1.0435097217559814,0.7476984858512878
1760898515653668400,1.50566845703125,-1.015562653541565,0.8590285778045654,0.851545512676239
1760898515663356700,1.515356689453125,-0.9227112531661987,0.697760283946991,0.9175189137458801
1760898515673044700,1.525044677734375,-0.8811724185943604,0.6061305999755859,0.9321796298027039
1760898515682733000,1.534733154296875,-0.8701768517494202,0.5792525410652161,0.8943060636520386
1760898515692421400,1.54442138671875,-0.8567378520965576,0.5242747068405151,0.813671886920929
1760898515702109400,1.554109375,-0.8164207935333252,0.42042768001556396,0.6829468011856079
1760898515711797800,1.5637978515625,-0.7541125416755676,0.3019199073314667,0.48502662777900696
1760898515721486000,1.573486083984375,-0.7370083332061768,0.15409064292907715,0.2724456787109375
1760898515731174100,1.583174072265625,-0.7846558094024658,-0.08414662629365921,0.11728604137897491
